id,escalated_property,escalated_holistic,A_Sentential,A_Normative,A_Referential,A_Process,A_Data,A_Human,A_Atomicity,B_Sentential,B_Normative,B_Referential,B_Process,B_Data,B_Human,B_Atomicity,M_Sentential,M_Normative,M_Referential,M_Process,M_Data,M_Human,M_Atomicity,A3_Completeness,A3_SelfSufficiency,A3_Atomicity3,M3_Completeness,M3_SelfSufficiency,M3_Atomicity3,Ah_Verdict,Mh_Verdict,A1_verdict,A2_verdict,A3_verdict,A4_verdict,A3_check_failed,A3_check_failures,A4_check_failed,A4_check_failures
333,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
334,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
335,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Incomplete,No,,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,0,
336,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Incomplete,No,,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,0,
337,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
338,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,,Incomplete,No,,Complete,No,,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch
339,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,0,
340,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
341,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
342,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
343,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
344,1,0,Complete,Y,Incomplete,Independent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_seven;holistic_vs_three
345,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
346,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,1,holistic_vs_three;three_vs_seven
347,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
348,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
349,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
350,1,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_three;three_vs_seven
351,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
352,1,0,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,0,
353,1,0,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,0,
354,1,0,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,0,
355,0,1,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,No,Yes,Yes,Yes,Yes,0,,1,holistic_vs_seven;holistic_vs_three
356,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
357,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
358,1,0,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch
359,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
360,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
361,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Dependent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch
362,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
363,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,0,
364,1,0,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
365,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
366,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
367,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
368,0,0,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
369,1,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Dependent,Dependent,,Incomplete,No,,Complete,No,,No,No,No,No,No,No,0,,0,
370,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,selfsuff_mismatch
371,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate
372,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,0,
373,1,1,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
374,1,1,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
375,1,1,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,0,
376,1,1,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,No,,No,No,No,Yes,No,Yes,1,selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch
377,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
378,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
379,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
380,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,No,,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;selfsuff_mismatch
381,1,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
382,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
383,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
384,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,0,
385,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
386,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
387,0,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;selfsuff_mismatch;LT4_gate,1,holistic_vs_three;three_vs_seven;selfsuff_mismatch;LT4_gate
388,0,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,No,No,No,No,No,No,1,selfsuff_mismatch;LT4_gate,1,selfsuff_mismatch;LT4_gate
389,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,1,holistic_vs_three;three_vs_seven
390,1,0,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate
391,1,0,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Compound,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven
392,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
393,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
394,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
395,1,0,Complete,Y,Complete,Independent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
396,0,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate
397,1,0,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,0,,0,
398,1,0,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,Compound,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
399,1,0,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,Compound,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
400,1,0,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Independent,Compound,Complete,Y,Complete,Dependent,Dependent,Independent,Compound,Complete,No,,Complete,No,,No,No,No,No,No,No,0,,1,LT4_gate
401,0,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
402,1,1,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,No,Yes,No,0,,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
403,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,No,,Complete,No,,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch
404,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
405,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
406,1,0,Complete,P,Complete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
407,1,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,Compound,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
408,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
409,1,0,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
410,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,1,holistic_vs_three;three_vs_seven
411,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Yes,Compound,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch;selfsuff_mismatch,1,completeness_mismatch
412,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,0,
413,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
414,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,N,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
415,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
416,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
417,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Independent,Dependent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,No,Yes,No,0,,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch
